Document,Lines,Words,Chars,Heading 1,Heading 2,Heading 3,Heading 4,Heading 5,Heading 6,Nb nodes,MdDocument,MdBlockQuote,MdIndentedCodeBlock,MdFencedCodeBlock,MdHeading,MdHtmlBlock,MdUnorderedList,MdOrderedList,MdListItem,MdParagraph,MdThematicBreak,MdSoftLineBreak,MdHardLineBreak,MdCode,MdEmphasis,MdStrongEmphasis,MdLink,MdImage,MdText,MdStrike,MdSuper,MdMaths,MdWikilink,LOC,avg
readmes.out/random1/end222/polybar.md,2,3,15,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
readmes.out/random1/grype/self.md,2,3,15,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
readmes.out/random1/iprodev/TorrentAlert.md,14,21,340,0,1,0,0,0,0,12,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,0,5,0,0,0,0,5,5.0
readmes.out/random1/SebsLittleHelpers/perf-ctorOpt.md,2,3,15,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
readmes.out/random1/entropitor/bs-socket.io.md,32,228,1678,1,2,0,0,0,0,85,1,0,0,1,3,0,1,0,4,11,0,0,0,24,0,0,1,0,39,0,0,0,0,4,4.0
readmes.out/random1/ly774508966/LuaFramework_NGUI.md,2,3,15,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
readmes.out/random1/miriam-z/hackajob-phonebook-beginner.md,2445,15186,119227,0,44,65,22,6,0,4235,1,28,0,126,137,2,42,10,217,642,0,139,0,574,6,45,374,4,1855,0,0,0,0,678,5.0
readmes.out/random1/daru79/gittest.md,2,3,15,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
readmes.out/random1/reputation-graph-experiment/graph.md,18,44,241,0,0,0,0,0,0,17,1,0,4,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,6,0,0,0,0,8,2.0
readmes.out/random1/edmundkwok/alpine-node.md,82,418,2876,0,4,0,0,0,0,167,1,0,2,0,4,0,4,0,15,21,0,11,0,36,2,0,3,0,68,0,0,0,0,30,15.0
readmes.out/random1/YounMinx/notes.md,44,135,2470,1,0,0,0,0,0,127,1,0,0,0,1,0,1,0,3,11,3,22,0,0,0,1,18,1,65,0,0,0,0,0,0.0
readmes.out/random1/HongHyunTaek/Cracking.md,2,3,15,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
readmes.out/random1/marktimbol/offplanpropertydubai.md,2,3,15,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
readmes.out/random1/Uberi/Raydium-AHK.md,7,31,238,1,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0
readmes.out/random1/EBEvans/Encoder.md,2,2,10,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
readmes.out/random1/Hohol/2048-AI-JS.md,2,1,74,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0
readmes.out/random1/proelbtn/pi-oven.md,21,82,621,1,3,0,0,0,0,26,1,0,0,1,4,0,1,0,1,5,0,0,0,0,0,0,2,0,11,0,0,0,0,2,2.0
readmes.out/random1/chinnurtb/my_game.md,2,3,15,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
readmes.out/random1/Gabriel439/DPutils.md,27,93,918,1,0,0,1,0,0,45,1,0,0,0,2,0,0,0,0,7,0,5,3,0,4,0,1,1,21,0,0,0,0,0,0.0
readmes.out/random1/danielajones22/Parcial1-MonteFuji.md,2,2,21,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
readmes.out/random1/0x00xw/popmotion.md,12,18,664,1,1,1,0,0,0,31,1,0,0,0,3,0,2,0,5,5,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0.0
readmes.out/random1/pavelmaksimov/yandex-metrica-python-lib.md,21,27,316,3,1,0,1,0,0,35,1,0,0,0,5,0,1,0,4,8,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0.0
